text,to,decision,From,year
"57.21.1 and to ratify  the Optional Protocol  thereto (Germany, Brazil, Mexico);",switzerland,consider,Germany,2008
"57.21.1 and to ratify  the Optional Protocol  thereto (Germany, Brazil, Mexico);",switzerland,consider,Brazil,2008
"57.21.1 and to ratify  the Optional Protocol  thereto (Germany, Brazil, Mexico);",switzerland,consider,Mexico,2008
"106.4.2 and undertake a comprehensive review  and revision of all discriminatory legislation in order to achieve compliance with its obligations under CEDAW (Germany, United Kingdom);",pakistan,consider,Germany,2008
"106.4.2 and undertake a comprehensive review  and revision of all discriminatory legislation in order to achieve compliance with its obligations under CEDAW (Germany, United Kingdom);",pakistan,consider,United Kingdom,2008
83.2   Continue its commitment to resolving the issue of abuse of power and excessive use of force (Ghana);,brazil,support,Ghana,2008
83.11   Continue its commitment to the programme of land reform (Ghana);,brazil,support,Ghana,2008
86.3   Continue energizing existing mechanisms to enhance the addressing of human rights challenges (Ghana);,india,unknown,Ghana,2008
86.3.1  Encourage enhanced cooperation with human rights bodies and all relevant stakeholders in the pursuit of a society oriented towards the attainment of internationally recognized human rights goals (Ghana);,india,unknown,Ghana,2008
"78.19   Consider implementing the recommendations of the Special Rapporteur on violence against women and CEDAW (India), and strengthen measures to increase the participation by ethnic minority women in line with CEDAW recommendations, and consider intensifying human rights education (Ghana);",netherlands,consider,Ghana,2008
106.1.1 and effectively protect and satisfy the unimpeded exercise of freedom of religion of non-Muslim citizens (Greece);,pakistan,consider,Greece,2008
82.29  Take all necessary measures to prosecute and punish perpetrators of violations of international human rights law and humanitarian law (Greece);,srilanka,support,Greece,2008
60.9   To implement the recommendation of the Committee on the Elimination of Racial Discrimination to take all preventive measures to put an end to racist incidents involving members of security forces or other public officials (Guatemala);,france,consider,Guatemala,2008
60.6.2 Consider introducing a definition of discrimination in its criminal law (Guatemala);,japan,consider,Guatemala,2008
60.19.1  Urge Japan to seek ways to initiating a dialogue with its indigenous peoples so that it can implement the United Nations Declaration on the Rights of Indigenous Peoples (Guatemala);,japan,consider,Guatemala,2008
"60.23   Abolish the system established to call upon citizens to denounce anonymously, on the MinistryÍs website, migrants suspected of being in an irregular situation (Guatemala);",japan,consider,Guatemala,2008
58.10.1 and that there should be awareness campaigns for education on human rights and in particular for womenÍs rights (Guatemala);,romania,consider,Guatemala,2008
"58.28  To apply the recommendation of the Special Rapporteur on the right to health on obstacles to access to health services by marginal populations, and to address this problem through educational programmes on diversity, and to train professionals in the health sectors (Guatemala);",romania,consider,Guatemala,2008
60.11   To intensify its struggle against racism (Haiti);,france,consider,Haiti,2008
69.6   That Algeria continue a dialogue with minority religions (The Holy See). );,algeria,support,Holy See,2008
"56.7   Recommended that Benin continue its efforts to completely abolish the death penalty, respecting thus the right to life of every human being (Holy See);",benin,consider,Holy See,2008
"56.11   Recommended that Benin develop an awareness campaign to address traditional beliefs that are harmful to the rights of children, especially their right to life (Holy See);",benin,consider,Holy See,2008
58.6   To completely eliminate torture and extrajudicial killings (Holy See);,philippines,consider,Holy See,2008
"58.7   To protect children in the womb, notwithstanding undue pressure from certain groups (Holy See);",philippines,consider,Holy See,2008
63.1  To continue the democratization process on which it has embarked so courageously (Holy See);,tonga,support,Holy See,2008
"106.27   To adjust its national laws to the international obligations undertaken (Holy See, Norway, Netherlands, Brazil, Australia);",pakistan,consider,Holy See,2008
"106.27   To adjust its national laws to the international obligations undertaken (Holy See, Norway, Netherlands, Brazil, Australia);",pakistan,consider,Norway,2008
"106.27   To adjust its national laws to the international obligations undertaken (Holy See, Norway, Netherlands, Brazil, Australia);",pakistan,consider,Netherlands,2008
"106.27   To adjust its national laws to the international obligations undertaken (Holy See, Norway, Netherlands, Brazil, Australia);",pakistan,consider,Brazil,2008
"106.27   To adjust its national laws to the international obligations undertaken (Holy See, Norway, Netherlands, Brazil, Australia);",pakistan,consider,Australia,2008
60.16   To take further steps to ensure that juvenile courts are set up and that children are separated from adults in detention facilities (Hungary);,gabon,consider,Hungary,2008
60.20   To bring prison conditions in line with article 10 of ICCPR and the Standard Minimum Rules for the Treatment of Prisoners (Hungary);,gabon,consider,Hungary,2008
60.21   To bring legislation in line with article 19 of ICCPR by doing away with censorship and penalties against organs of the press and ensuring that journalists may safely exercise their functions (Hungary);,gabon,consider,Hungary,2008
"60.28   To prepare, through its National Committee for the Drafting of Human Rights Reports, the outstanding initial and subsequent periodic reports to the Committee on Economic, Social and Cultural Rights (Hungary);",gabon,consider,Hungary,2008
