text,to,decision,From,year
96.1  Sign the Optional Protocol to the Convention against Torture (France);,afghanistan,consider,France,2009
"96.16.4 Ensure that cases of alleged violence against, and wrongful imprisonment of members of the media are fully investigated (Ireland);",azerbaijan,consider,Ireland,2009
"96.16.5 Bring rules on broadcasting in compliance with relevant provisions of ICCPR, releasing persons held in prisons for their political views and adopt safeguards against arbitrary or politically motivated detention and trials including through ensuring full independence and transparency of judiciary (Czech Republic);",azerbaijan,consider,Czech Republic,2009
"96.17   Expand media freedoms, particularly access to broadcast media, and implement the recommendations of the OSCE in regards to reversing the ban on foreign FM radio broadcasting (Canada);",azerbaijan,consider,Canada,2009
96.17.1 Amend the Law on Television and Radio broadcasting as soon as possible to ensure that the licenses of international broadcasters can be renewed (Ireland);,azerbaijan,consider,Ireland,2009
96.17.2 Reconsider its decision and permit broadcasting by non-Azeri outlets on FM frequencies (United Kingdom);,azerbaijan,consider,United Kingdom,2009
"96.18   Strengthen its efforts to guarantee freedom of assembly and association, to respect the work of human rights defenders, and that legislation concerning NGOs is implemented accordingly (Netherlands);",azerbaijan,consider,Netherlands,2009
"96.18.1 Take all necessary measures to ensure that the law on freedom of assembly” is not applied in an unduly strict manner by the local authorities, to consider abolishing the pre-approval requirement for public assemblies altogether and to replace it with an obligation of notification for the organisers of public assemblies (Germany);",azerbaijan,consider,Germany,2009
96.18.2 Uphold the respect of the right to peaceful assembly and ensure that the right is effectively implemented (Sweden);,azerbaijan,consider,Sweden,2009
96.18.3 Improve respect for the right to freedom of assembly in line with its domestic legislation and its obligations under article 21 of the ICCPR (Canada);,azerbaijan,consider,Canada,2009
96.19   Share best practices in promoting religious tolerance and harmony in society (Philippines);,azerbaijan,consider,Philippines,2009
96.19.1 Take fully into account the recommendations of the Special Rapporteur on Freedom of Religion aimed at promoting and fully ensuring freedom of religion for all religious communities throughout Azerbaijan (Italy);,azerbaijan,consider,Italy,2009
"96.19.2 In order to foster a further dialogue between religions, develop an educational and awareness program focusing on the different religions in the country (Holy See);",azerbaijan,consider,Holy See,2009
96.19.3 Come to a more streamlined and transparent registration process and visa issuing for clergy and religious personnel in general (Holy See);,azerbaijan,consider,Holy See,2009
96.20   Increase the efforts to ensure that detention conditions fully meets international human rights standards  (Sweden);,azerbaijan,consider,Sweden,2009
96.20.1 Improve the living standards and conditions in prisons (Poland);,azerbaijan,consider,Poland,2009
"96.20.2 Take all the necessary measures to shorten the pre-trial detention of all persons arrested on criminal charges, in particular that of minors, and create separate detention facilities for the latter as well as to urgently improve prison conditions (Germany);",azerbaijan,consider,Germany,2009
"96.20.3 Address persisting problems, such as overcrowding and insufficient health care and to establish and independent mechanisms to overview conditions in detention facilities, with particular focus on conditions of children and their protection against violence and abuse (Czech Republic);",azerbaijan,consider,Czech Republic,2009
"96.21   Improve the administration of justice, including the establishment of a system of inspection of detention centers and a system to follow-up complaints of allegations of torture (Mexico);",azerbaijan,consider,Mexico,2009
96.21.1 Ensure the effective implementations of the Penal Enforcement Code and the Code of Criminal Procedure which contains some progressive dispositions regarding the welfare of detainees and prisoners (Indonesia);,azerbaijan,consider,Indonesia,2009
"96.21.2 Speed up the implementation of legal framework, as well as improve systems and procedures for the administration of justice and to make further progress on public governance (Chile);",azerbaijan,consider,Chile,2009
