text,to,decision,From,year
"124.109. Continue consolidating its social policies towards the achievement of decent employment, quality basic education and a healthy life with food security for all its people (Venezuela (Bolivarian Republic of));",southafrica,consider,Venezuela,2012
"124.110. Continue its efforts to combat corruption, social and economic inequalities (Togo);",southafrica,consider,Togo,2012
"124.111. Strengthen its development policies in rural areas, with special emphasis on the access of children and persons with disabilities to services (Chile);",southafrica,consider,Chile,2012
124.112. Create a favourable environment for the effective enjoyment of the rights of persons with disabilities (Djibouti);,southafrica,consider,Djibouti,2012
124.113. Take effective measures to combat poverty (Iraq);,southafrica,consider,Iraq,2012
124.114. Maintain and intensify the efforts towards the elimination of poverty and social inequality (Lesotho);,southafrica,consider,Lesotho,2012
124.115. Continue efforts in the fight against social inequality and poverty (Senegal);,southafrica,consider,Senegal,2012
"124.116. Accelerate the implementation of its national strategy for the reduction of the scale of poverty, including by availing itself of advanced international experience in this regard (Uzbekistan);",southafrica,consider,Uzbekistan,2012
124.117. Continue consolidating essential social programmes in the fight against poverty and social exclusion (Venezuela (Bolivarian Republic of));,southafrica,consider,Venezuela,2012
"124.118. Seek necessary technical assistance from OHCHR, other relevant UN agencies and funds with a view to effectively implement its key national priorities for 2009_2014 related to health, education, land reform and food security (Malaysia);",southafrica,consider,Malaysia,2012
124.119. Pursue its efforts in the development of its rural policies to improve the existing strategies and policies and gradually strengthen the right to food for vulnerable groups (Cªte dÍIvoire);,southafrica,consider,Cote d'Ivoire,2012
124.120. Consolidate its efforts towards improving all aspects of education and health in accordance with its National Action Plan (Zimbabwe);,southafrica,consider,Zimbabwe,2012
124.121. Take additional measures to guarantee access for all citizens to safe drinking water and sanitation (Togo);,southafrica,consider,Togo,2012
124.122. Pursue the establishment of national health insurance system which will contribute to improving the quality of primary basic health care for all (Angola);,southafrica,consider,Angola,2012
"124.123. Take tangible measures to ensure that women have access to all public services, in particular to public health services (Switzerland);",southafrica,consider,Switzerland,2012
124.124. Consolidate its strategies and programmes to reduce the phenomenon of maternal and child mortality (Algeria);,southafrica,consider,Algeria,2012
"124.125. Continue its efforts to accelerate the achievement of the MDGs targets, particularly those health related MDGs (Indonesia);",southafrica,consider,Indonesia,2012
"124.126. To fight against child mortality, and thus implement Millennium Development Goal number four, in particular by improving childrenÍs living conditions and their access to adequate food (Germany);",southafrica,consider,Germany,2012
124.127. Strengthen its efforts in HIV/Aids prevention and treatment and reduce child and maternal mortality rates (China);,southafrica,consider,China,2012
"124.128. Intensify its efforts in the context of attaining MDGs related to health in particular objective 6 concerning  fighting HIV /AIDS, in particular in the context of  the Comprehensive HIV and AIDS Treatment and Prevention Strategyî and the Prevention of Mother to Child Transmission of HIVî (Morocco);",southafrica,consider,Morocco,2012
"124.129. Implement the Maternal Child and WomenÍs Health Strategy (2009-14) and develop sustained measures to address the impact of HIV/AIDS on women and girls, who are disproportionately affected (Australia);",southafrica,consider,Australia,2012
124.130. Continue to take measures in order to reduce the rate of mortality due to HIV and AIDS (Romania);,southafrica,consider,Romania,2012
"124.131. Maintain and further build upon its HIV/AIDS prevention, care and treatment programmes (Singapore);",southafrica,consider,Singapore,2012
124.132. Enhance its health care measures and policies with an aim to reduce the prevalence of child mortality and HIV/AIDS rates (Iran (Islamic Republic of));,southafrica,consider,Iran,2012
124.133. Develop and implement plans to reduce physical and cost barriers to accessing HIV-related health services in rural areas (Ireland);,southafrica,consider,Ireland,2012
124.134. Make further efforts to address HIV/AIDS including by providing equal-opportunity treatment and assistance and continue measures to eliminate HIV/AIDS-related discrimination (Japan);,southafrica,consider,Japan,2012
"124.135. Take necessary measures to eliminate the discriminatory barriers to access to HIV related health services, especially for women and girls in rural zones (Spain);",southafrica,consider,Spain,2012
124.136. Closely collaborate with UNICEF and UNAIDS in order to implement programmes aimed at reducing the cases of Mother-to-Child HIV Infections (Portugal);,southafrica,consider,Portugal,2012
"124.137. Continue with action to further reduce maternal and child mortality, and the prevalence rate of HIV and AIDS (Sri Lanka);",southafrica,consider,Sri Lanka,2012
"124.138. Broadly promote sexual education directing it in particular to adolescents, and giving special attention to the prevention of early age pregnancies and the control of sexually transmitted diseases such as HIV/AIDS (Mexico);",southafrica,consider,Mexico,2012
"124.139. Seek to enhance overall quality of education and health services offered, in addition to greater enrolment in and access to schools and hospitals (Republic of Korea);",southafrica,consider,South Korea,2012
124.140. Promote rights to education and health in disadvantaged and underprivileged areas (Senegal);,southafrica,consider,Senegal,2012
124.141. Continue implementing programs that guarantee the success of strategies aimed at achieving quality basic education and a reduction of child and maternal mortality (Cuba);,southafrica,consider,Cuba,2012
124.142. Strengthen its educational strategies to ensure that all children enrol in school and receive basic education (Iran (Islamic Republic of));,southafrica,consider,Iran,2012
124.143. Continue its current efforts in the fields of social cohesion and quality of basic education (Egypt);,southafrica,consider,Egypt,2012
124.144. Continue its efforts to improve its education system and provide skills development programmes especially for youths (Singapore);,southafrica,consider,Singapore,2012
124.145. Maintain its commitment to improve the quality of education to ensure the full enjoyment of the right to education (Timor-Leste);,southafrica,consider,Timor-Leste,2012
124.146. Respect its international and national legal obligations in the field of the protection of the rights of asylum seekers and migrant workers (Belgium);,southafrica,consider,Belgium,2012
124.147. Consider setting as its standards of protection for the rights of migrant workers those enshrined in the ICRMW and ILO Convention 189 on Decent Work for Domestic Workers (Philippines);,southafrica,consider,Philippines,2012
"124.148. Protect and fulfil migrantsÍ rights, in particular by effectively prosecuting offences committed against them and by improving their living conditions, also through the access to adequate health-care services (Germany);",southafrica,consider,Germany,2012
"124.149. Establish policies and programmes designed to promote the integration of migrants into society and the respect to their rights, including the protection of their physical integrity (Slovakia);",southafrica,consider,Slovakia,2012
"124.150. Carry out the necessary measures to eliminate the barriers that impede the birth registration of all persons born in South African territory, including migrants and refugees (Mexico);",southafrica,consider,Mexico,2012
"124.151. Ensure that all children are issued with a birth certificate in order to access various social services, with particular focus on children of migrants (Slovakia). );",southafrica,consider,Slovakia,2012
128.1. Examine the possibility of ratifying OP-CAT and the Rome Statute (Tunisia);,srilanka,reject,Tunisia,2012
128.2. Accede to the Rome Statute of the International Criminal Court (ICC) and draft a law on cooperation between the State and the Court (Uruguay);,srilanka,reject,Uruguay,2012
"128.3. Accede to the Rome Statute of the International Criminal Court (Costa Rica, Estonia);",srilanka,reject,Costa Rica,2012
"128.3. Accede to the Rome Statute of the International Criminal Court (Costa Rica, Estonia);",srilanka,reject,Estonia,2012
"128.4. Ratify the Rome Statue of the International Criminal Court and fully align its legislation with all the obligations under the Rome Statute, including incorporating the Rome Statute definition of crimes and general principles, as well as adopting provisions enabling cooperation with the Court (Latvia);",srilanka,reject,Latvia,2012
"128.5. Accede to the Rome Statute of the International Criminal Court, including accession to its Agreement on Privileges and Immunities (Slovakia);",srilanka,reject,Slovakia,2012
128.6. Ratify the Rome Statute of the ICC as well as OP-CAT and establish a National Torture Prevention Mechanism (Austria);,srilanka,reject,Austria,2012
128.7. Ratify the OP-CAT (Brazil);,srilanka,reject,Brazil,2012
128.8. Ratify at the earliest the OP-CAT (Maldives);,srilanka,reject,Maldives,2012
"128.9. Accede to the Optional Protocol to the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment (Czech Republic);",srilanka,reject,Czech Republic,2012
128.10. Ratify the Second Optional Protocol to ICCPR (Turkey);,srilanka,reject,Turkey,2012
128.11. Continue its efforts to ratify the International Convention for the Protection of All Persons from Enforced Disappearance (Argentina);,srilanka,reject,Argentina,2012
"128.12. Ratify the International Convention for the Protection of All Persons from Enforced Disappearance (Belgium, Iraq) );",srilanka,reject,Belgium,2012
"128.12. Ratify the International Convention for the Protection of All Persons from Enforced Disappearance (Belgium, Iraq) );",srilanka,reject,Iraq,2012
128.13. Accede to the International Convention for the Protection of All Persons from Enforced Disappearance (France);,srilanka,reject,France,2012
128.14. Ratify the International Convention for the Protection of All Persons from Enforced Disappearance; the Convention on the Rights of Persons with Disabilities and the Statute of the International Criminal Court (Spain);,srilanka,reject,Spain,2012
128.15. Sign the International Convention for the Protection of All Persons from Enforced Disappearance (Sweden);,srilanka,reject,Sweden,2012
128.16. Fully incorporate the Convention on the Elimination of Discrimination against Women into its domestic system (Slovenia);,srilanka,reject,Slovenia,2012
128.17. Accept Articles 76 and 77 of the ICRMW (Philippines);,srilanka,reject,Philippines,2012
128.18. Consider ratifying ILO Convention 189 (Philippines);,srilanka,reject,Philippines,2012
128.19. Consider the possibility of abolishing the death penalty from its legal framework (Argentina);,srilanka,reject,Argentina,2012
128.20. Consider the definite abolishment of the death penalty in its internal legislation and accede (Ecuador);,srilanka,reject,Ecuador,2012
128.21. Abolish definitely death penalty (Spain);,srilanka,reject,Spain,2012
128.22. Seriously consider the possibility to abolish capital punishment (Italy);,srilanka,reject,Italy,2012
128.23. Take immediate steps towards the abolition of the death penalty in law (New Zealand);,srilanka,reject,New Zealand,2012
128.24. Decriminalize consenting homosexual relationships between persons over the age of consent by repealing Section 365A of the penal code (Canada);,srilanka,reject,Canada,2012
128.25. Adopt the draft bill on witness and victim protection (Germany);,srilanka,reject,Germany,2012
128.26. Adopt legislation on appointments that would ensure the independence of the Human Rights Commission (New Zealand);,srilanka,reject,New Zealand,2012
128.27. Enact the legislation to ensure the Right to Information and bring it in line with international human rights standards (Norway);,srilanka,reject,Norway,2012
128.28.  Enact urgent legislative amendments to the Penal Code to ensure that the rights of women from all religious and ethnic communities are safeguarded (New Zealand);,srilanka,reject,New Zealand,2012
"128.29. Fully implement the recommendations of the LLRC, in particular steps to ensure independent and effective investigations into all allegations of serious human rights violations, in the context of Sri LankaÍs civil war and its aftermath (Austria);",srilanka,reject,Austria,2012
128.30. Rapidly implement the recommendations of the Lessons Learnt and Reconciliation Commission (France);,srilanka,reject,France,2012
128.31. Continue implementing the recommendations of the LLRC report and the report of the Panel of Expert in accordance with the Human Rights Council Resolution 19/2 (Germany);,srilanka,reject,Germany,2012
"128.32. Accelerate the process of putting into practice its National Action Plan for the promotion and protection of human rights launched in 2011, and its Action Plan for the implementation of the recommendations of the Commission of Inquiry and Reconciliation adopted in July 2012, and fully cooperate with the UN mechanisms in order to rapidly turn the page on the atrocities of the civil war (Tunisia);",srilanka,reject,Tunisia,2012
"128.33. Implement the constructive recommendations of the LLRC, including the removal of the military from civilian functions, creation of mechanisms to address cases of the missing and detained, issuance of death certificates, land reform; devolution of power; and disarming paramilitaries (United States of America) );",srilanka,reject,United States,2012
128.34. Ensure the concrete implementation of the report of the Lessons Learnt and Reconciliation Commission and the National Strategy as envisaged by the Plan of Action (Belgium);,srilanka,reject,Belgium,2012
"128.35. Initiate an inclusive dialogue which would guarantee minority representatives a fair joint-decision power on the basis of the four previous proposals (APRC Expert Majority Report, All Party Representative Committee Report, Proposals for Constitutional Reforms, and Mangala Report) (Switzerland );",srilanka,reject,Switzerland,2012
128.36. Closely cooperate with the international community in implementing the recommendations by the LLRC and the National Action Plan for the Promotion and Protection of Human Rights in the context of promoting reconciliation and accountability (Republic of Korea);,srilanka,reject,South Korea,2012
"128.37. Seek assistance of the international community, including relevant experiences, for the implementation of the Lessons Learnt and Reconciliation Commission recommendations (Botswana);",srilanka,reject,Botswana,2012
128.38. Take advantage fully and effectively from the technical assistance provided by the international community in the field of training and capacity-building of national institutions on human rights (Qatar);,srilanka,reject,Qatar,2012
128.39. Guarantee access to the North and the East of the country to international and local humanitarian organizations specialized on family tracing and reunification programs (Uruguay);,srilanka,reject,Uruguay,2012
"128.40. Expedite implementation of reconciliation measures in the North. This would include removing oversight of humanitarian and NGO activities from the purview of Ministry of Defense to a civilian body, reducing the intrusiveness of military presence on civilian life in the North and setting a specific date for free and fair Northern Provincial Council elections (Canada );",srilanka,reject,Canada,2012
"128.41. Strengthen the capacities of its National Human Rights Commission, make it more independent and bring it in conformity with the Paris Principles (Tunisia);",srilanka,reject,Tunisia,2012
128.42. Adopt a national policy to provide human rights defenders with protection and ensure investigation and punishment of threats or attacks against them (Czech Republic);,srilanka,reject,Czech Republic,2012
128.43. Fully cooperate with United Nations Human Rights mechanisms (Burkina Faso);,srilanka,reject,Burkina Faso,2012
"128.44. Continue its constructive engagement and cooperation with the international human rights mechanism, including through technical cooperation (Indonesia);",srilanka,reject,Indonesia,2012
128.45. Intensify its cooperation with the Working Group on Enforced and Involuntary Disappearances to establish the fate of those who may have not been accounted for at the end of the armed conflict (Timor-Leste);,srilanka,reject,Timor-Leste,2012
"128.46. Invite the Working Group on Enforced or Involuntary Disappearances (France, Uruguay);",srilanka,reject,France,2012
"128.46. Invite the Working Group on Enforced or Involuntary Disappearances (France, Uruguay);",srilanka,reject,Uruguay,2012
"128.47. Continue its constructive engagement with the United Nations Special Procedures, including the Working Group on Enforced or Involuntary Disappearances, by inviting the Working Group to visit the country (Brazil);",srilanka,reject,Brazil,2012
128.48. Accept the Working Group on Enforced or Involuntary Disappearances request for visit (Chile);,srilanka,reject,Chile,2012
"128.49. Ensure a climate in which all citizens are able to freely express their opinions and beliefs, without fear of reprisal or retribution and invite the Special Rapporteur on freedom of opinion and expression to visit (United Kingdom of Great Britain and Northern Ireland);",srilanka,reject,United Kingdom,2012
128.50. Extend a standing invitation to the United Nations Special Rapporteurs and normalize its relations and cooperation with United Nations Human Rights mechanisms (Belgium);,srilanka,reject,Belgium,2012
128.51. Step up its cooperation with the Special Procedures of the Human Rights Council by responding positively to the pending visit requests of the Special Procedures mandate holders and eventually consider extending a standing invitation to all the Special Procedures mandate holders of the Human Rights Council (Latvia);,srilanka,reject,Latvia,2012
"128.52. Further strengthen cooperation with the UN human rights mechanisms, particularly Special Procedures and try to respond in a timely manner to the questionnaires sent by the Special Procedures (Kazakhstan);",srilanka,reject,Kazakhstan,2012
128.53. Strengthen the measures to eliminate all discriminatory treatment based on sexual orientation or gender identity (Argentina);,srilanka,reject,Argentina,2012
"128.54. Take further steps to ensure more participation of Sri Lankan Muslims in the reconciliation process and national efforts of economic, social, and cultural integration (Egypt);",srilanka,reject,Egypt,2012
"128.55. Take concrete measures in implementing the 30 percent quota for women in the nomination lists at national, provincial and local elections as pledged in the National Human Rights Action Plan (Norway);",srilanka,reject,Norway,2012
"128.56. Continue to focus on establishing and strengthening institutions of governance with a view to contributing towards adequate protection of human rights and fundamental freedoms for all, provisions of adequate remedies where violations occur, and zero tolerance for impunity (South Africa );",srilanka,reject,South Africa,2012
"128.57. Create a reliable investigation commission consisting of professional and independent investigators to identify, arrest and prosecute the perpetrators of the Muttur murders (France);",srilanka,reject,France,2012
128.58. Create an independent mechanism to look into the issue of disappeared persons with its own unique database (France);,srilanka,reject,France,2012
128.59. Publish the names and places of detention of all the imprisoned persons (France);,srilanka,reject,France,2012
"128.60. Take action to reduce and eliminate all cases of abuse, torture or mistreatment by police and security forces (Australia);",srilanka,reject,Australia,2012
128.61. Adopt further measures to prevent torture and ill-treatment in particular in prison and detention centres (Czech Republic);,srilanka,reject,Czech Republic,2012
128.62. Establish an effective independent monitoring mechanism to investigate complaints of torture (Poland);,srilanka,reject,Poland,2012
128.63. Carry out independent investigations into possible cases of torture as well as reprisals related to cooperation with international human rights bodies (Poland);,srilanka,reject,Poland,2012
128.64. Determine the whereabouts of children whose fate is unknown (Uruguay);,srilanka,reject,Uruguay,2012
128.65. Take action to reduce and eliminate all cases of abductions and disappearances (Australia);,srilanka,reject,Australia,2012
128.66. Establish immediately a publicly accessible central register for all persons missing or in custody (Germany);,srilanka,reject,Germany,2012
"128.67. Establish a National Mechanism, as requested in the report of the Lessons Learnt and Reconciliation Commission, in order to shed light on the fate of all disappeared persons and detained persons and to cooperate with the ICRC and the Working Group on Enforced or Involuntary Disappearance (Switzerland);",srilanka,reject,Switzerland,2012
"128.68. Maintain a public and accessible list of all detainees in the country, including those that were detained for incidents related with the armed conflict (Mexico);",srilanka,reject,Mexico,2012
"128.69. Strengthen relevant legislations and administrative measures to ensure transparency and non-impunity in the judicial process on all alleged enforced disappearance cases including investigation , prosecution and reparation , which would help contribute towards its national reconciliation (Thailand);",srilanka,reject,Thailand,2012
128.70. End impunity for human rights violations and fulfill legal obligations regarding accountability (United States of America);,srilanka,reject,United States,2012
128.71. Take all necessary steps to fully commit to end impunity for international crimes by acceding to the Rome Statute of the ICC and to fully align its national legislation with all obligations under the Rome Statute (Sweden);,srilanka,reject,Sweden,2012
128.72. Hold accountable all persons who are liable for the violation of human rights and humanitarian law (Estonia);,srilanka,reject,Estonia,2012
128.73. Investigate and prosecute those responsible for abductions and forced disappearances and increase awareness of the State security services about these offences (Belgium);,srilanka,reject,Belgium,2012
"128.74. Make every effort to ensure that those responsible for crimes against children, and in particularly concerning the recruitment of child soldiers, are brought to justice as soon as possible (Sweden);",srilanka,reject,Sweden,2012
"128.75. Implement the recommendations of the UN Panel of Experts on accountability, bringing all those allegedly responsible for violations of international human rights law and international humanitarian law to justice in compliance with international standards (Slovakia);",srilanka,reject,Slovakia,2012
"128.76. Improve detention conditions and respect for judicial guarantees for inmates, fighting against torture and inhuman and degrading treatment in detention centers in line with commitments taken during the May 2008 UPR session (Spain);",srilanka,reject,Spain,2012
"128.77. Strengthen judicial independence by ending government interference with the judicial process, protecting members of the judiciary from attacks and restoring a fair, independent and transparent mechanism (United States of America);",srilanka,reject,United States,2012
128.78. Take all necessary measures to ensure the independence and the integrity of the judiciary and oversight bodies (Poland);,srilanka,reject,Poland,2012
128.79. Safeguard the independence of its judiciary (Slovakia);,srilanka,reject,Slovakia,2012
"128.80. Conduct impartial investigations and prosecutions against members of the security forces, regardless of rank, implicated in violations of human rights and international humanitarian law, including sexual violence (Denmark);",srilanka,reject,Denmark,2012
"128.81. Grant due process rights to all detainees held in both military and police facilities, including those held in administrative detention; disclose all unofficial detention sites; and facilitate effective and independent monitoring of detainees (Denmark );",srilanka,reject,Denmark,2012
128.82. Allow the International Committee of the Red Cross unrestrictive access to detention centres (Costa Rica);,srilanka,reject,Costa Rica,2012
"128.83. Undertake measures that would allow citizens to have access to public information, in particular on alleged violations of human rights (Mexico);",srilanka,reject,Mexico,2012
"128.84. Accelerate the improvement of the judicial, police, military and prison systems in line with international human rights standards and to investigate all allegations of extrajudicial, summary or arbitrary killings and enforced disappearances and follow-up according to justice requirements (Holy See);",srilanka,reject,Holy See,2012
128.85. Transfer NGO oversight to a civilian institution and protect freedom of expression (United States of America);,srilanka,reject,United States,2012
128.86. Adopt a National Policy on the protection of human rights defenders and journalists in order to prevent harassment and intimidation and to ensure effective investigation of such acts and prosecution of perpetrators (Austria);,srilanka,reject,Austria,2012
128.87. Refrain from restricting access to and banning from websites and withdraw the Order of 5 November 2011 with requires news sites to be registered (Netherlands);,srilanka,reject,Netherlands,2012
"128.88. Desist from campaigns and threats against human rights defenders and ensure the investigation by an independent police commission into missing persons from this group, in line with the LLRC report recommendations on involuntary disappearances in a wider context (Netherlands);",srilanka,reject,Netherlands,2012
"128.89. Ensure that all human rights defenders, including individuals cooperating with UN HR mechanisms, are protected effectively from unjustified criminalization, harassment or intimidation and can perform freely their legitimate duties (Slovakia);",srilanka,reject,Slovakia,2012
128.90. Take immediate steps to prevent attacks on the human rights defenders and media and take action to investigate such acts (Slovenia);,srilanka,reject,Slovenia,2012
128.91. Increase efforts aiming to guarantee the right to freedom of religion and belief (Spain);,srilanka,reject,Spain,2012
128.92. Continue to expand its social security coverage (South Africa);,srilanka,reject,South Africa,2012
"128.93. Create a mechanism to ensure that all internally displaced persons, including 66,151 Old IDPSî and further 37,123 living with host communities, receive a written statement detailing their entitlements and plans for return to their original homes (Canada);",srilanka,reject,Canada,2012
"128.94. Repeal Sections 9 (1) and 15 (A) (1) of the Prevention of Terrorism Act to ensure that detainees are held only in recognized places of detention, with regularized procedures and safeguards to protect detainees including access to legal representation and systematic notification to families of detainee whereabouts (Canada);",srilanka,reject,Canada,2012
"127.1. Consider ratifying the CRPD (Egypt, Turkey);",srilanka,support,Egypt,2012
"127.1. Consider ratifying the CRPD (Egypt, Turkey);",srilanka,support,Turkey,2012
127.2. Consider ratifying the Palermo Protocol on human trafficking (Philippines);,srilanka,support,Philippines,2012
"127.3. Make further efforts to ratify other relevant international instruments that are vital to the promotion and protection of Human Rights, in keeping with its national capacity and priority (Cambodia);",srilanka,support,Cambodia,2012
127.4. Continue giving consideration to ratify the other remaining (human rights) instruments in a progressive manner (Kenya);,srilanka,support,Kenya,2012
"127.5. Full dissemination of the NHRAP and the strengthening of governmental agencies at national, provincial and local level to guarantee its full implementation (Venezuela (Bolivarian Republic of));",srilanka,support,Venezuela,2012
127.6. Accelerate capacity building in order to effectively implement the NHRAP (Zimbabwe);,srilanka,support,Zimbabwe,2012
127.7. Continue efforts to implement the National Action Plan for the protection and promotion and human rights (Bahrain);,srilanka,support,Bahrain,2012
127.8. Continue to work on implementing the accepted recommendations by the LLRC Reconciliation (Bahrain);,srilanka,support,Bahrain,2012
127.9. Expedite action to implement the agreed Action Plan in line with the spirit of the LLRC through a process inclusive of all people belonging to all ethnicity (Bangladesh);,srilanka,support,Bangladesh,2012
127.10. Pursue its efforts to implement the National Plan of Action for the promotion and protection of human rights (Burkina Faso);,srilanka,support,Burkina Faso,2012
"127.11. Disseminate the NHRAP amongst general population in local languages so as to ensure wider participation in the implementation process, thereby empowering claim holders in asserting and protecting their rights (Ethiopia);",srilanka,support,Ethiopia,2012
127.12. Continue its efforts in launching the NHRAP (Iran(Islamic Republic of));,srilanka,support,Iran,2012
127.13. Steady implementation of the National Action Plan for the Promotion and Protection of Human Rights as well as the National Plan of Action to implement the recommendations of the Lessons Learnt and Reconciliation Commission (Japan);,srilanka,support,Japan,2012
127.14. Continue its efforts to follow-up on the implementation of the National Action Plan for the Promotion and Protection of Human Rights (Kuwait);,srilanka,support,Kuwait,2012
127.15. Continue its efforts of implementing the recommendations of the National Plan of Action (Maldives);,srilanka,support,Maldives,2012
127.16. Continue to implement the National Action Plan for the Promotion and Protection of Human Rights (Syrian Arab Republic);,srilanka,support,Syria,2012
"127.17. Persevere in implementing its Action Plan and ensure its wide dissemination among the local population, in all the official languages of the country (Morocco);",srilanka,support,Morocco,2012
127.18. Complete the implementation of the National Action Plan for the promotion and Protection of Human Rights (Palestine);,srilanka,support,Palestine,2012
"127.19. Continue efforts to accelerate the pace of implementation of the National Plan of Action and the promotion of development, and support economic and social rights in all parts of the country (Qatar);",srilanka,support,Qatar,2012
"127.20. Strengthen cooperation between government agencies with Human Rights National Commission and civil society to coordinating, planning and implementing the National Human Rights Action Plan (Venezuela (Bolivarian Republic of));",srilanka,support,Venezuela,2012
127.21. Take all possible steps in strengthening the capacity of Government Agencies identified for the implementation of the recommendations of the LLRC Action Plan (Pakistan)1; );,srilanka,support,Pakistan,2012
127.22. Continue addressing accountability issues and implementation of the LLRC Action Plan as planned (Uganda)2; );,srilanka,support,Uganda,2012
127.23. Continue its efforts to implement the LLRCÍs recommendations of the National Action Plan (Timor-Leste)3; );,srilanka,support,Timor-Leste,2012
127.24. Continue progressing in the implementation of the recommendations of the Action Plan of the National Reconciliation Mechanism (Venezuela (Bolivarian Republic of))4; );,srilanka,support,Venezuela,2012
127.25. Continue implementing the LLRC recommendations through the Action Plan (Malaysia)5; );,srilanka,support,Malaysia,2012
"127.26. Immediate implementation of recommendations of LLRC Action Plan including on accountability process, through Sri LankaÍs National Plan of Action on Human Rights and other relevant mechanisms (Indonesia)6; );",srilanka,support,Indonesia,2012
127.27. Facilitate the implementation of the recommendations of the LLRC Action Plan and provide necessary funds for its implementation (Iraq)7;  recommendations of the LLRC and provide necessary funds for its implementationî. );,srilanka,support,Iraq,2012
"127.28. Inform the Human Rights Council as part of the reporting process outlined in the National Report, of implementation of LLRC Action Plan recommendations (Ireland)8; );",srilanka,support,Ireland,2012
127.29. Disseminate in different languages the National Action Plan for the Promotion and Protection of Human Rights (South Sudan);,srilanka,support,South Sudan,2012
"127.30. Ensure adequate resources to the Human Rights National Commission to further improve its capacity, geographical scope and its mandate (Venezuela (Bolivarian Republic of));",srilanka,support,Venezuela,2012
127.31. Continue the efforts to strengthening the capacity building of national institutions in field of human rights promotion and protection (Angola);,srilanka,support,Angola,2012
127.32. Take all steps to strengthen and ensure the independence of the National Human Rights Commission (Germany);,srilanka,support,Germany,2012
127.33. Ensure structural and operational independence of the national human rights institution in accordance with the Paris Principles (Maldives);,srilanka,support,Maldives,2012
127.34. Adopt necessary legal measures to ensure that the National Human Rights Commission of Sri Lanka is in line with Paris Principles (Mexico);,srilanka,support,Mexico,2012
127.35. Continue to promote and protect human rights through education and institutional reforms (Myanmar);,srilanka,support,Myanmar,2012
127.36. Continue efforts to strengthen national human rights institutions (Nepal);,srilanka,support,Nepal,2012
127.37. Continue the efforts at strengthening its national institutions for the promotion and protection of human rights and encourage awareness among its people of the importance of fairness and justice (Malaysia);,srilanka,support,Malaysia,2012
"127.38. Strengthen the independence of institutions such as the Human Rights Commission of Sri Lanka, the Police Commission and Election Commission (Norway);",srilanka,support,Norway,2012
"127.39. Recognizing that the operational independence of the National Human Rights Commission has been critical, take the necessary measures to further ensure its institutional independence (Republic of Korea);",srilanka,support,South Korea,2012
127.40. Enable additional resources to strengthen the Human Rights Commission (South Sudan);,srilanka,support,South Sudan,2012
127.41. Take action to facilitate greater participation by citizens and civil society in helping to implement human rights action plans (Australia);,srilanka,support,Australia,2012
127.42. Consolidate its reconciliation efforts to ensure that durable peace prevails in the country (Zimbabwe);,srilanka,support,Zimbabwe,2012
127.43. Continue its engagement with the relevant UN agencies in achieving the overall objective of the UN Development Assistance Framework for 2013-2017 (Algeria);,srilanka,support,Algeria,2012
127.44. Strengthen the cooperation with the relevant human rights stakeholders including the Human Rights Council (Angola);,srilanka,support,Angola,2012
127.45. Continue its efforts in advancing human rights and freedoms in the country and especially in the conflict-affected areas (Azerbaijan);,srilanka,support,Azerbaijan,2012
127.46. Intensify its actions for a greater enjoyment by the people of fundamental human rights (Benin);,srilanka,support,Benin,2012
"127.47. Maintain and strengthen cooperation with various United Nations mechanisms, as well as financial institutions, in order to overcome the challenges faced in the peace and national reconciliation process (Benin);",srilanka,support,Benin,2012
127.48. Continue assisting former-combatants through livelihood schemes (Cuba);,srilanka,support,Cuba,2012
127.49. Share with the international community its experiences in rehabilitating and reintegrating former LTTE child soldiers (Cuba);,srilanka,support,Cuba,2012
127.50. Continue to prioritize the rehabilitation and reintegration of former child soldiers (Italy);,srilanka,support,Italy,2012
127.51. Implement the announced voluntary commitments and the UPR accepted recommendations (Egypt);,srilanka,support,Egypt,2012
"127.52. Maintain its efforts in upholding national dialogue that would bring the country to a lasting peace, as well as its commitment to continue guaranteeing full exercise of human rights to all its citizens (Nicaragua);",srilanka,support,Nicaragua,2012
127.53. Continue its efforts to complete the implementation of the voluntary pledges (Philippines);,srilanka,support,Philippines,2012
127.54. Ensure on-going protective measures to maintain and advance the levels of human rights developments (South Sudan);,srilanka,support,South Sudan,2012
127.55. Strengthen further the capacity within the public institutions to enable the effective implementation of the trilingual policy (Ethiopia);,srilanka,support,Ethiopia,2012
"127.56. Promote national reconciliation taking into account and protecting Sri LankaÍs ethnic and religious pluralism, ensuring that all religious denominations are granted equal treatment and enjoy their fundamental rights (Holy See );",srilanka,support,Holy See,2012
127.57. Step up efforts to protect freedom of religion and promote inter-religious dialogue as a tool to foster tolerance and peaceful-coexistence (Italy);,srilanka,support,Italy,2012
127.58. Take continuous measures to secure social infrastructure and means of livelihood at resettlement sites as this is expected to become even more vital (Japan);,srilanka,support,Japan,2012
127.59. Pursue the process of reconciliation and consolidate the peace building measures embarked on since the end of the conflict (Lebanon);,srilanka,support,Lebanon,2012
127.60. Continue and provide greater cooperation to the Working Group on Enforced or Involuntary Disappearances to accomplish its work (Ecuador);,srilanka,support,Ecuador,2012
127.61. Provide training and promote capacity building among its institutions to guarantee the effective application of the WomenÍs Charter (Venezuela (Bolivarian Republic of));,srilanka,support,Venezuela,2012
