text,to,decision,from,year
"24 Fully align its national legislation with the Rome Statute, including by incorporating provisions to cooperate promptly and fully with ICC and to investigate and prosecute genocide, crimes against humanity and war crimes effectively before its national courts (Liechtenstein);",cotedivoire,support,Liechtenstein,2014
25 Continue its full cooperation with ICC (Burkina Faso);,cotedivoire,support,Burkina Faso,2014
"26 Introduce legislative measures to strengthen the rule of law and consolidate cooperation between national and international mechanisms to fight against impunity notably between the ICC, the Special Investigation Unit, and the military court (Canada);",cotedivoire,support,Canada,2014
27 Quickly complete the alignment of the national legislation with the provisions of the Rome Statute (Tunisia);,cotedivoire,support,Tunisia,2014
28 Adopt legislative measures for an effective implementation of the Rome Statute (Uruguay);,cotedivoire,support,Uruguay,2014
"29 Revise its legislation to bring it into line with the requirements of the Rome Statue, so that, for example, statutes of limitations are not applicable to crimes against humanity, ensuring that all persons regardless of their position or rank are liable to prosecution as well as including responsibility of superior officers for crimes against humanity and war crimes committed with their knowledge (Belgium);",cotedivoire,support,Belgium,2014
"30 Swiftly adopt the law on the protection of human rights defenders by the Ivorian Parliament, and its immediate implementation (Czech Republic);",cotedivoire,support,Czech Republic,2014
"31 Adopt a comprehensive law on the trafficking in persons, including women and children (Sierra Leone);",cotedivoire,support,Sierra Leone,2014
"32 Fully align its national legislation with the CEDAW, including by eliminating all discriminatory provisions from national laws and by supporting its full implementation with practical as well as policy measures (Estonia);",cotedivoire,support,Estonia,2014
"33 Intensify its efforts to combat violence against women by criminalizing and implementing comprehensive laws prohibiting sexual and gender-based violence and female genital mutilation, and by providing the necessary support to victims of sexual and gender-based violence (Liechtenstein);",cotedivoire,support,Liechtenstein,2014
34 Continue and strengthen its efforts towards enforcing the law on female genital mutilation (Norway);,cotedivoire,support,Norway,2014
"35 Take necessary steps to enforce laws covering violence, including sexual violence, against women and girls and support to victims to ensure that perpetrators are sanctioned (Norway);",cotedivoire,support,Norway,2014
36 Take all the necessary measures to criminalize violence against women and girls and adopt a committed and determined criminal policy to fight against this surge (Luxembourg);,cotedivoire,support,Luxembourg,2014
37 Criminalize domestic violence in the Penal Code (Paraguay);,cotedivoire,support,Paraguay,2014
38 Adopt a comprehensive law on violence against women (South Africa);,cotedivoire,support,South Africa,2014
39 Carry on the legislative amendments to repeal all discriminatory provisions against women and adopt a comprehensive law on violence against women (Turkey);,cotedivoire,support,Turkey,2014
"40 Include in its criminal law the definition of rape and other crimes of a sexual nature, according to International Law (Uruguay);",cotedivoire,support,Uruguay,2014
"41 Adopt a specific law on domestic violence, including by criminalizing marital rape (Belgium);",cotedivoire,support,Belgium,2014
42 Enact legislation dealing with prohibiting violence against women and implement it in law and practice (Botswana);,cotedivoire,support,Botswana,2014
"43 Take measures both in legislation and practice to ensure the rights of children, including access to education and health, birth registration, combating child labour and violence against them (Costa Rica);",cotedivoire,support,Costa Rica,2014
44 Guarantee that the legal and institutional framework ensures that children in conflict with the law be dealt with in a manner that conforms to international standards (South Africa);,cotedivoire,support,South Africa,2014
45 Enhance the activities of the National Commission for Human Rights and ensure its conformity with the Paris Principles (France);,cotedivoire,support,France,2014
46 Create an independent Human Rights Institution in accordance with the Paris Principles (Ghana);,cotedivoire,support,Ghana,2014
"47 Continue its efforts in empowering the National Human Rights Commission, in particular by holding consultations with all stakeholders with a view to making necessary adjustments to the existing law so as to ensure the Commission is in line with the Paris Principles in respect of its mandate, composition, organization, functioning, independence and means (Indonesia);",cotedivoire,support,Indonesia,2014
48 Ensure that its NHRI is in conformity with the Paris Principles (Sierra Leone);,cotedivoire,support,Sierra Leone,2014
49 Focus on the five priority areas identified by the Government (Ghana);,cotedivoire,support,Ghana,2014
50 Continue its efforts to overcome its domestic challenges and constraints with a view to improving the human rights situation in the country (Malaysia);,cotedivoire,support,Malaysia,2014
"51 Establish a National Action Plan for the priorities, initiatives and commitments it has identified in its UPR report with a view to improving the human rights situation in Côte d’Ivoire (Mauritius);",cotedivoire,support,Mauritius,2014
"52 Continue to advance in tackling, in an efficient and responsible manner, the structural underlying causes of discrimination against women (Comoros);",cotedivoire,support,Comoros,2014
"53 Approve the national strategy to promote gender mainstreaming and empowerment of women, and to strengthen mechanisms responsible for monitoring its effective implementation (Maldives);",cotedivoire,support,Maldives,2014
"54 Strengthen the national policy against sexual violence, in cooperation with the UN and civil society and pursue its efforts to promote women’s rights in particular to fight against all forms of genital mutilation and forced and early marriages (France);",cotedivoire,support,France,2014
