text,to,decision,From,year,notes
"87.100   To strengthen the protection of journalists against harassment, attacks and arbitrary detention, and to establish fair and transparent licensing procedures for private radio and television, and ensure supervision by an independent body, as stated in the press law, in order to prevent discriminatory licensing practices and enhance the diversity of information throughout the country (Czech Republic);",angola,consider,Czech Republic,2010,
"87.101   To ensure respect throughout the country for freedom of expression, and to improve the working conditions for the press and radio broadcasting (Norway);",angola,consider,Norway,2010,
"87.102   To decriminalize press offences, and to create an action plan aimed at greater media freedom and plurality of media (United States of America);",angola,consider,United States,2010,
87.103   To take steps to ensure that the 2006 Press Law is fully enacted and that independent reporting is recognized (United Kingdom);,angola,consider,United Kingdom,2010,
"87.104   To pursue an open dialogue with human rights defenders, in particular in Cabinda, where, in the aftermath of the recent deplorable attack on the Togolese football team, human rights defenders are reportedly being detained without evidence as to their complicity (Norway);",angola,consider,Norway,2010,
87.105   To put in place and enforce measures to protect human rights defenders (Ireland);,angola,consider,Ireland,2010,
"87.106   To guarantee human rights defenders full legitimacy and protection, in accordance with the United Nations Declaration on Human Rights Defenders (Slovakia);",angola,consider,Slovakia,2010,
"87.107   To clarify the procedures for the establishment and recognition of associations and non-governmental organizations, and to guarantee their participation in the reform process (France);",angola,consider,France,2010,
"87.108   To ensure that the procedures for the registration of civil society organizations are transparent, non-discriminatory and expeditious (Norway);",angola,consider,Norway,2010,
"87.109   To ensure that opposition parties and civil society organizations are permitted to participate freely in the political process, without fear of retribution (Canada);",angola,consider,Canada,2010,
"87.110   To respect the activities of civil society organizations, and to ensure that any action taken to regulate human rights organizations is not politically motivated, but based on legal provisions consistent with international human rights standards (United Kingdom);",angola,consider,United Kingdom,2010,
87.111   To continue to improve the social security system (Kyrgyzstan);,angola,consider,Kyrgyzstan,2010,
"87.112   To continue efforts to ensure safe drinking water, in order to achieve the goal of 80 per cent of the population or more by 2012 (Sudan);",angola,consider,Sudan,2010,
"87.113   To continue its efforts in the field of health, despite constraints, with the assistance and cooperation of the international community (Sudan);",angola,consider,Sudan,2010,
"87.114   To allocate additional resources to improving the country’s health infrastructures, while ensuring that ongoing health reforms take into account the rights of women and children (Canada);",angola,consider,Canada,2010,
87.115   To continue its laudable measures to fight poverty and combat diseases such as HIV and AIDS (Botswana);,angola,consider,Botswana,2010,
87.116   To continue to promote solidarity among all regions and provinces in the country in order to ensure sustainable and harmonious economic and social development (Cuba);,angola,consider,Cuba,2010,
87.117   To continue to implement measures aimed at guaranteeing universal access to health services (Cuba);,angola,consider,Cuba,2010,
"87.118   To consolidate its plans for peace, stability and reconstruction, and to accelerate the implementation of its programmes for persons with disabilities so as to guarantee their physical, social and economic rehabilitation and the enjoyment of their other fundamental rights (Syrian Arab Republic);",angola,consider,Syria,2010,
87.119   To successfully implement its national strategy for combating poverty (Russian Federation);,angola,consider,Russia,2010,
"87.120   To continue its efforts to improve the living conditions of the people, including by creating the resources necessary to realize the right to adequate housing (Democratic People’s Republic of Korea);",angola,consider,North Korea,2010,
"87.121   To continue its effort to achieve Millennium Development Goals with a view to improving the situation, particularly in economic and social terms (Democratic People’s Republic of Korea);",angola,consider,North Korea,2010,
