text,to,decision,from,year
91.8. The adoption of a moratorium on the death penalty with a view to abolishing capital punishment in national legislation (Italy);,oman,reject,Italy,2011
91.9. Consider establishing an official moratorium on the use of death penalty with a view to abolishing it (Slovenia);,oman,reject,Slovenia,2011
91.10. Commute without delay all death sentences to terms of imprisonment and ratify the Second Optional Protocol to ICCPR (Sweden);,oman,reject,Sweden,2011
91.11. Guarantee the exercise of freedom of association and promote and facilitate the activities of all NGOs (France);,oman,reject,France,2011
91.12. Amend the Law of Association to allow the associations to join international coalitions without the approval of the Ministry of Social Development (Poland). );,oman,reject,Poland,2011
60.1. Issue a standing invitation to all special procedures of the Human Rights Council (Hungary);,palau,support,Hungary,2011
60.2. Extend a standing invitation to special procedure mandate-holders as a way of informing and supporting human rights reforms (Maldives);,palau,support,Maldives,2011
60.3. Extend a standing invitation to the special procedure mechanisms of the United Nations (South Africa);,palau,support,South Africa,2011
60.4. Consider identifying a priority list of issues and areas of requirements needed in the field of technical assistance and capacity-building and to approach the relevant partners at the multilateral or bilateral levels (Malaysia);,palau,support,Malaysia,2011
60.5. Engage civil society in the UPR follow-up process (Poland). );,palau,support,Poland,2011
61.1. Increase its efforts aimed at the incorporation of the CRC provisions and principles into the domestic legal system (Poland);,palau,implemented,Poland,2011
61.2. Ensure human rights are afforded full legal protection in the Republic of Palau (Australia);,palau,implemented,Australia,2011
61.3. Immediately criminalize rape within marriage and give men and women equal rights of inheritance (Norway);,palau,implemented,Norway,2011
61.4. Amend relevant domestic legislation so as to offer married women the same level of protection against coerced sex as to unmarried women and remove the law which discriminates against a wife’s and female child’s right to inherit property (United Kingdom);,palau,implemented,United Kingdom,2011
61.5. Take the necessary steps towards the establishment of a national human rights institution in accordance with the Paris Principles (Canada);,palau,implemented,Canada,2011
61.6. Set up the national human rights institution (Republic of Moldova);,palau,implemented,Republic of Moldova,2011
"61.7. Finalize, as soon as possible, the draft legislation for the establishment of a national human rights institution in conformity with the Paris Principles (France);",palau,implemented,France,2011
61.8. Consider establishing a national human rights institution in accordance with the Paris Principles (Poland);,palau,implemented,Poland,2011
61.9. Establish a national human rights institution in accordance with the Paris Principles (Argentina);,palau,implemented,Argentina,2011
61.10. Continue consultations to set up a national human rights institution and materialize this project as soon as possible (Morocco);,palau,implemented,Morocco,2011
"61.11. Consider in future policies the establishment of a national human rights institution, which could favour the gradual incorporation of international commitments with an adequate and permanent technical assistance (Chile);",palau,implemented,Chile,2011
61.12. Complete the establishment of the national human rights institution (Maldives);,palau,implemented,Maldives,2011
61.13. Establish an independent national human rights institution in compliance with the Paris Principles (South Africa);,palau,implemented,South Africa,2011
"61.14. Take measures to ensure the full implementation of the principles and provisions of the Convention on the Rights of the Child. Intensify efforts to establish an Ombudsman for Children to deal with complaints of violations of the rights of the child, particularly those related to child exploitation and sexual violence (Spain);",palau,implemented,Spain,2011
"61.15. Pursue its efforts in facing the challenges identified in its national report, with special attention to combating human trafficking and discrimination and improving the situation of migrant workers as they represent an important section in the country (Algeria);",palau,implemented,Algeria,2011
61.16. Take all measures to implement the National Action Plan for Children (Republic of Moldova);,palau,implemented,Republic of Moldova,2011
"61.17. Establish policies, programmes and services to provide children with greater protection and care (Brazil);",palau,implemented,Brazil,2011
61.18. Maintain its policy to promote and protect vulnerable persons and continue with its efforts to develop a national policy for the benefit of persons with disabilities (Morocco);,palau,implemented,Morocco,2011
"61.19. Accelerate efforts aimed at raising awareness and education among the general population on human rights, particularly on the rights of women, children and disabled persons (Malaysia);",palau,implemented,Malaysia,2011
61.20. Meet its reporting obligations under the CRC (Maldives);,palau,implemented,Maldives,2011
61.21. Revise existing laws identified in its national report as being discriminatory against women (Canada);,palau,implemented,Canada,2011
