text,to,decision,From,year,notes
124.85 Establish an official moratorium on executions (Belgium);,democraticpeoplesrepublicofkorea,consider,Belgium,2014,
"124.86 Establish a moratorium on the use of the death penalty with a view to its abolition, ensure judicial proceedings with all international guarantees and abolish collective punishments (Costa Rica);",democraticpeoplesrepublicofkorea,consider,Costa Rica,2014,
124.87 Establish an immediate moratorium on the use of the death penalty with a view to abolition and in the meantime immediately end public and extrajudicial executions (Lithuania);,democraticpeoplesrepublicofkorea,consider,Lithuania,2014,
"124.88 Establish an immediate moratorium on the death penalty as a first step towards its final abolition, withdraw the mandatory nature of the death sentence, publish detailed statistics on the death sentence and on executions (France);",democraticpeoplesrepublicofkorea,consider,France,2014,
"124.89 Establish an immediate moratorium on the death penalty, as a first step towards its complete abolition, and publish detailed statistics on death sentences and executions (Hungary);",democraticpeoplesrepublicofkorea,consider,Hungary,2014,
124.90 Establish and implement an immediate moratorium on the imposition and execution of the death penalty (Montenegro);,democraticpeoplesrepublicofkorea,consider,Montenegro,2014,
124.91 Disclose detailed data on the use of the death penalty and the modalities of the executions (Italy);,democraticpeoplesrepublicofkorea,consider,Italy,2014,
"124.92 Stop the practice of public executions and declare and implement an immediate moratorium on the imposition and execution of the death penalty, followed by concrete steps towards the complete abolition of the death penalty (Germany);",democraticpeoplesrepublicofkorea,consider,Germany,2014,
"124.93 End the practice of arbitrary, public and private executions (Chile);",democraticpeoplesrepublicofkorea,consider,Chile,2014,
"124.94 As long as the Government of the Democratic PeopleÕs Republic of Korea maintains the death penalty, respect minimum standards in that regard, Economic and Social Council resolution 1984/50 and the standing provisions of ICCPR (articles 6 and 14) as well as of CRC (article 37) (Belgium);",democraticpeoplesrepublicofkorea,consider,Belgium,2014,
"124.95 Prohibit the use of torture and other cruel, inhuman or degrading treatment as punishment for detainees (Spain);",democraticpeoplesrepublicofkorea,consider,Spain,2014,
124.96 Take measures to combat the use of torture and related acts (Botswana);,democraticpeoplesrepublicofkorea,consider,Botswana,2014,
124.97 Take immediate steps to stop the use of torture and ill-treatment in all instances of deprivation of freedom (Slovakia);,democraticpeoplesrepublicofkorea,consider,Slovakia,2014,
"124.98 Take immediate and transparent action to stop the use of torture and other ill-treatment of all detainees, including forced hard labour and denial of food quotas (Sweden);",democraticpeoplesrepublicofkorea,consider,Sweden,2014,
"124.99 Conduct thorough investigation of cases of the use of torture and other forms of cruel treatment, in particular cases of violence against women in the penitentiary system (Russian Federation);",democraticpeoplesrepublicofkorea,consider,Russia,2014,
124.100 Immediately establish a system to prevent sexual violence against female prisoners (Ireland);,democraticpeoplesrepublicofkorea,consider,Ireland,2014,
"124.101 Ensure that all prisoners are provided with the minimum standards of humane treatment, in particular that they are not subject to torture or inhumane or degrading treatment such as forced hard labour or food quotas (New Zealand);",democraticpeoplesrepublicofkorea,consider,New Zealand,2014,
"124.102 Make a list of persons in detention, provide access to the International Red Cross to prisons and review all cases of arbitrary arrest or confessions under torture, considering reparation for victims (Mexico);",democraticpeoplesrepublicofkorea,consider,Mexico,2014,
"124.103 To counter allegations of torture and ill-treatment in prison facilities, allow ICRC and other international observers to have immediate, full and genuine access to all detention facilities to ensure proper treatment of prisoners (Hungary);",democraticpeoplesrepublicofkorea,consider,Hungary,2014,
124.104 Invite the Special Rapporteur and/or an international humanitarian organization recognized for its independence to visit reform institutionsÓ and other correctional and penitentiary institutions to assess/evaluate detention conditions with a view to proposing measures to improve these conditions so that they meet international norms and standards (Belgium);,democraticpeoplesrepublicofkorea,consider,Belgium,2014,
124.105 Establish measures to combat discrimination and violence against women (France);,democraticpeoplesrepublicofkorea,consider,France,2014,
"124.106 Enact national legislation to combat violence against women, including a definition of rape that applies to domestic rape and rape in detention centres (Canada);",democraticpeoplesrepublicofkorea,consider,Canada,2014,
"124.107 Punish under law violence against women, establishing adequate measures to protect victims (Chile);",democraticpeoplesrepublicofkorea,consider,Chile,2014,
124.108 Bring an end to the practice of forced abortion (Canada);,democraticpeoplesrepublicofkorea,consider,Canada,2014,
"124.109 Enhance measures to address the issues of trafficking and violence against women, especially through awareness programmes and by strengthening the institutional and legal framework (Sri Lanka);",democraticpeoplesrepublicofkorea,consider,Sri Lanka,2014,
"124.110 Strengthen its national efforts in the area of combating trafficking in persons, especially women and children, including through human rights education and training for law enforcement officials (Egypt);",democraticpeoplesrepublicofkorea,consider,Egypt,2014,
124.111 End forced labour (Chile);,democraticpeoplesrepublicofkorea,consider,Chile,2014,
124.112 Enact and implement legislation to prohibit corporal punishment of children in all settings (Norway);,democraticpeoplesrepublicofkorea,consider,Norway,2014,
124.113 Further strengthen the independence of the judiciary (Namibia);,democraticpeoplesrepublicofkorea,consider,Namibia,2014,
124.114 Enshrine fully the right to fair trial and due process guarantees (Israel);,democraticpeoplesrepublicofkorea,consider,Israel,2014,
124.115 Align its criminal justice system with its obligations under the ICCPR and other international human rights instruments (Australia);,democraticpeoplesrepublicofkorea,consider,Australia,2014,
124.116 Create a national mechanism for the review of complaints of the populations concerning human rights violations (Russian Federation);,democraticpeoplesrepublicofkorea,consider,Russia,2014,
